,Balancing Authority,BA,State,County,Upgrade of Existing Generator,Latitude of POI,Longitude of POI,Substation Newly Built,Transmission Voltage,Study Type,Study Year,Restudy,Revision of Study,Fuel,Nameplate MW,Request Status,Service Type,$2024 POI Cost/kW,$2024 Network Cost/kW,S_Month,S_Day,Q_Year,Q_Month,Q_Day
1387,PacifiCorp,PAC,WY,Carbon ,N,41.8512,-106.54,N,230.0,Facility,2019,N,N,Wind,75.9,Suspended,ERIS,12.52,55.74,5,30,2016,9,30
1388,PacifiCorp,PAC,OR,Marion,N,44.8101,-122.7915,N,20.8,System Impact,2019,N,N,Hydro,0.185,Operational,NRIS,457.37,0.0,6,14,2019,2,20
1389,PacifiCorp,PAC,WY,Converse,N,42.8615,-105.7787,N,230.0,Facility,2019,N,N,Wind,520.0,Operational,ERIS,4.4,119.66,2,25,2015,10,9
1390,PacifiCorp,PAC,UT,Carbon,N,39.595,-110.6888,N,138.0,Facility,2019,N,N,Solar,87.0,Withdrawn,ERIS,13.42,808.78,12,10,2016,11,15
1391,PacifiCorp,PAC,WY,Lincoln,N,41.6918778,-110.3601972,N,25.0,Facility,2019,N,N,Other,22.0,Withdrawn,ERIS,170.23,285.02,1,25,2017,3,8
1393,PacifiCorp,PAC,UT,Rich,N,41.4462111,-111.3656222,Y,230.0,System Impact,2019,N,N,Wind,80.0,Withdrawn,ERIS,13.54,148.42,10,31,2017,4,24
1394,PacifiCorp,PAC,UT,Rich,N,41.4462111,-111.3656222,Y,230.0,System Impact,2019,N,N,Wind,80.0,Withdrawn,NRIS,13.54,148.42,10,31,2017,4,24
1395,PacifiCorp,PAC,WY,Carbon ,N,41.96,-106.3943,N,230.0,Facility,2020,Y,N,Wind,320.0,Active,ERIS,13.77,3.69,9,22,2012,1,26
1396,PacifiCorp,PAC,ID,Bannock,N,42.6187,-112.0211,N,12.47,System Impact,2020,N,N,Hydro,0.9,Active,NRIS,127.05,0.0,2,4,2019,10,23
1397,PacifiCorp,PAC,WA,Yakima,N,46.52213,-120.027764,Y,230.0,Facility,2020,N,N,Solar,94.0,Active,NRIS,6.48,135.72,9,1,2018,3,8
1398,PacifiCorp,PAC,WY,Lincoln,N,42.633,-111.65,Y,230.0,Facility,2020,N,N,Solar,80.0,Active,NRIS,157.85,9.06,2,19,2017,11,15
1399,PacifiCorp,PAC,UT,Iron,N,37.7449,-113.0291,Y,230.0,Facility,2020,Y,N,Solar,99.0,Active,ERIS,19.45,127.58,9,14,2014,12,3
1400,PacifiCorp,PAC,UT,Iron,N,37.9978,-112.7575,Y,230.0,Facility,2020,Y,N,Solar,99.0,Active,ERIS,19.31,136.8,9,14,2014,11,20
1401,PacifiCorp,PAC,UT,Iron,N,37.88279535,-112.902113,N,138.0,Facility,2020,Y,N,Solar,73.0,Active,ERIS,25.01,74.92,12,7,2015,2,9
1402,PacifiCorp,PAC,OR,Umatilla,N,45.509075,-118.8274639,N,12.5,Facility,2020,N,N,Solar,2.99,Active,NRIS,383.72,30.94,6,2,2018,7,5
1403,PacifiCorp,PAC,ID,Bingham,N,43.331372,-112.056741,Y,161.0,Facility,2020,Y,N,Wind,151.8,Operational,ERIS,3.48,52.8,9,11,2008,12,23
1404,PacifiCorp,PAC,OR,Lake,N,43.1576667,-120.4528611,Y,500.0,Facility,2020,N,N,Solar,400.0,Withdrawn,ERIS,8.69,142.72,10,28,2015,11,6
1405,PacifiCorp,PAC,OR,Crook,N,44.2839,-120.8751,N,115.0,Facility,2020,N,N,Solar,58.5,Withdrawn,ERIS,8.39,45.86,10,15,2016,4,29
1406,PacifiCorp,PAC,OR,Klamath,N,42.1596,-121.9143,Y,500.0,Facility,2020,N,N,Solar,80.0,Withdrawn,ERIS,40.45,628.17,10,22,2017,7,28
1407,PacifiCorp,PAC,OR,Klamath,N,42.1596,-121.9143,N,500.0,Facility,2020,N,N,Solar,80.0,Withdrawn,ERIS,26.5,0.0,10,22,2017,7,28
1408,PacifiCorp,PAC,OR,Klamath,N,42.1596,-121.9143,N,500.0,Facility,2020,N,N,Solar,80.0,Withdrawn,ERIS,8.16,0.0,10,22,2017,7,28
1409,PacifiCorp,PAC,UT,Tooele,N,40.5736167,-112.383775,Y,46.0,System Impact,2020,N,N,Solar,50.0,Withdrawn,NRIS,16.32,285.99,7,9,2018,1,8
1410,PacifiCorp,PAC,OR,Crook,N,44.2745,-120.8768,Y,115.0,Feasibility,2020,N,N,Solar,60.0,Withdrawn,ERIS,15.44,17.32,3,6,2017,10,30
1411,PacifiCorp,PAC,OR,Crook,N,44.2745,-120.8768,Y,115.0,Feasibility,2020,N,N,Solar,60.0,Withdrawn,NRIS,15.44,17.32,3,6,2017,10,30
1412,PacifiCorp,PAC,WY,Carbon ,N,42.01105,-106.3787,N,230.0,Facility,2021,Y,N,Wind,400.0,Active,ERIS,5.21,8.83,9,24,2016,12,5
1413,PacifiCorp,PAC,UT,Emery ,N,39.1771,-111.0284,N,345.0,System Impact,2021,Y,N,Solar,250.0,Active,ERIS,5.59,6.03,1,12,2016,7,13
1414,PacifiCorp,PAC,UT,Emery ,N,39.1771,-111.0284,N,345.0,System Impact,2021,Y,N,Solar,100.0,Active,ERIS,20.11,50.66,6,21,2016,7,13
1416,PacifiCorp,PAC,UT,Emery ,N,38.9728,-111.1212,N,69.0,Facility,2021,Y,N,Solar,20.0,Active,ERIS,17.14,263.63,6,21,2016,11,7
1417,PacifiCorp,PAC,UT,Kane,N,37.0989,-111.7159,Y,230.0,Facility,2021,Y,N,Solar,95.0,Active,ERIS,9.48,143.55,4,29,2016,9,30
1418,PacifiCorp,PAC,UT,Iron,N,37.8008,-113.1594,N,345.0,Facility,2021,N,N,Solar,200.25,Operational,ERIS,22.0,51.94,8,31,2016,6,22
1419,PacifiCorp,PAC,OR,Crook,N,44.2254,-120.9328,N,115.0,Facility,2021,N,N,Solar,40.0,Withdrawn,ERIS,12.07,0.0,8,31,2016,11,14
1420,PacifiCorp,PAC,WY,Albany,N,42.01105,-106.3787,N  ,230.0,Unknown,2021,N,N,Wind,190.0,Withdrawn,ERIS,6.34,790.59,11,10,2021,5,14
1421,PacifiCorp,PAC,UT,Salt Lake,N,40.4674,-111.9485,N,12.5,Unknown,2021,N,N,Wind,6.0,Active,ERIS,165.84,13.31,11,10,2021,4,1
1422,PacifiCorp,PAC,UT,Salt Lake,N,40.4674,-111.9485,N,12.5,Unknown,2021,N,N,Solar,2.0,Active,ERIS,276.4,39.93,11,10,2021,5,14
1423,PacifiCorp,PAC,OR,Linn,N,44.2477,-123.04765,N,230.0,Unknown,2021,N,N,Solar,199.0,Suspended,NRIS,10.74,20.82,11,10,2021,5,7
1424,PacifiCorp,PAC,WA,Benton,N,46.3036,-119.8743,N,115.0,Unknown,2021,N,N,Solar,100.0,Suspended,NRIS,22.05,87.37,11,10,2021,5,7
1425,PacifiCorp,PAC,WA,Kittitas,N,48.8223,-120.3784,Y,230.0,Unknown,2021,N,N,Solar,199.0,Suspended,NRIS,105.68,64.58,11,10,2021,5,14
1426,PacifiCorp,PAC,WA,Yakima,N,46.5192,-120.0497,Y,230.0,Unknown,2021,N,N,Solar,150.0,Suspended,NRIS,15.07,79.83,11,10,2021,5,14
1427,PacifiCorp,PAC,OR,Lake,N,43.1636,-120.4253,Y,500.0,Unknown,2021,N,N,Solar,400.0,Suspended,ERIS,12.41,169.5,12,1,2021,5,14
1428,PacifiCorp,PAC,UT,Salt Lake,N,40.5646,-112.0282,N,138.0,Unknown,2021,N,N,Storage,49.0,Withdrawn,ERIS,36.1,114.07,11,10,2021,5,14
1429,PacifiCorp,PAC,OR,Marion,N,44.7696,-122.947,N,230.0,Unknown,2021,N,N,Solar,199.0,Withdrawn,NRIS,10.74,26.83,11,10,2021,5,7
1430,PacifiCorp,PAC,UT,San Juan,N,37.8886278,-109.3788139,N,345.0,Unknown,2021,N,N,Solar,100.0,Withdrawn,NRIS,18.8,355.64,11,10,2021,5,12
1431,PacifiCorp,PAC,WY,Carbon,N,41.7452,-107.207,N  ,230.0,Unknown,2021,N,N,Solar,199.0,Withdrawn,ERIS,14.88,785.05,11,10,2021,5,14
1432,PacifiCorp,PAC,WY,Carbon,N,42.1799,-106.2295,N  ,230.0,Unknown,2021,N,N,Wind,100.0,Withdrawn,ERIS,19.9,790.92,11,10,2021,5,14
1433,PacifiCorp,PAC,WY,Carbon,N,42.01105,-106.3787,N,230.0,Unknown,2021,N,N,Storage,900.0,Withdrawn,ERIS,4.34,782.03,11,10,2021,5,7
1434,PacifiCorp,PAC,UT,Juab,N,39.7894,-111.8962,N,345.0,Unknown,2021,N,N,Solar,199.0,Withdrawn,ERIS,7.35,85.7,10,11,2021,4,15
1435,PacifiCorp,PAC,UT,Tooele,N,40.3879,-112.4561,N,345.0,Unknown,2021,N,N,Solar,250.0,Withdrawn,ERIS,11.69,86.53,10,11,2021,5,14
1436,PacifiCorp,PAC,WY,Uinta,N,41.2953,-110.5202,N,138.0,Unknown,2021,N,N,Solar,199.99,Withdrawn,ERIS,92.14,530.97,11,10,2021,5,14
1437,PacifiCorp,PAC,UT,Iron,N,37.9225,-112.8275,Y,345.0,Unknown,2021,N,N,Solar,400.0,Withdrawn,ERIS,7.37,539.33,11,10,2021,5,7
1438,PacifiCorp,PAC,OR,Klamath,N,42.1599,-121.9224,Y,230.0,Unknown,2021,N,N,Solar,400.0,Withdrawn,ERIS,5.07,271.01,11,10,2021,5,7
1439,PacifiCorp,PAC,UT,Beaver,N,38.4676,-112.8797,Y,138.0,Unknown,2021,N,N,Solar,100.0,Withdrawn,ERIS,35.63,544.22,11,10,2021,5,10
1440,PacifiCorp,PAC,UT,Millard,N,38.6158,-112.7273,Y,345.0,Unknown,2021,N,N,Wind,456.0,Withdrawn,ERIS,6.0,534.16,11,10,2021,5,10
1441,PacifiCorp,PAC,WA,Franklin,N,46.3273,-118.8647,Y,230.0,Unknown,2021,N,N,Solar,199.0,Withdrawn,ERIS,85.56,62.0,11,10,2021,5,14
1442,PacifiCorp,PAC,UT,San Juan,N,37.8886278,-109.3788139,N,345.0,Unknown,2021,N,N,Solar,199.0,Withdrawn,ERIS,13.15,275.76,11,10,2021,4,15
1443,PacifiCorp,PAC,UT,San Juan,N,37.8886278,-109.3788139,N,345.0,Unknown,2021,N,N,Solar,199.0,Withdrawn,ERIS,13.15,275.76,11,10,2021,4,15
1444,PacifiCorp,PAC,UT,Iron,N,37.8008,-113.1594,N,345.0,Unknown,2021,N,N,Solar,199.0,Withdrawn,ERIS,5.43,521.39,11,10,2021,5,7
1445,PacifiCorp,PAC,UT,Iron,N,37.8008,-113.1594,N,345.0,Unknown,2021,N,N,Solar,300.0,Withdrawn,ERIS,11.96,515.63,11,10,2021,5,14
1446,PacifiCorp,PAC,WY,Carbon,N,42.01105,-106.3787,N,230.0,Unknown,2021,N,N,Storage,900.0,Withdrawn,NRIS,4.34,782.03,11,10,2021,5,7
1447,PacifiCorp,PAC,UT,Juab,N,39.7894,-111.8962,N,345.0,Unknown,2021,N,N,Solar,199.0,Withdrawn,NRIS,7.35,89.3,10,11,2021,4,15
1448,PacifiCorp,PAC,UT,Tooele,N,40.3879,-112.4561,N,345.0,Unknown,2021,N,N,Solar,250.0,Withdrawn,NRIS,11.69,90.12,10,11,2021,5,14
1449,PacifiCorp,PAC,WY,Uinta,N,41.2953,-110.5202,N,138.0,Unknown,2021,N,N,Solar,199.99,Withdrawn,NRIS,92.14,670.99,11,10,2021,5,14
1450,PacifiCorp,PAC,UT,Iron,N,37.9225,-112.8275,Y,345.0,Unknown,2021,N,N,Solar,400.0,Withdrawn,NRIS,7.37,539.51,11,10,2021,5,7
1451,PacifiCorp,PAC,OR,Klamath,N,42.1599,-121.9224,Y,230.0,Unknown,2021,N,N,Solar,400.0,Withdrawn,NRIS,5.07,483.17,11,10,2021,5,7
1452,PacifiCorp,PAC,UT,Beaver,N,38.4676,-112.8797,Y,138.0,Unknown,2021,N,N,Solar,100.0,Withdrawn,NRIS,35.63,544.41,11,10,2021,5,10
1453,PacifiCorp,PAC,UT,Millard,N,38.6158,-112.7273,Y,345.0,Unknown,2021,N,N,Wind,456.0,Withdrawn,NRIS,6.0,534.34,11,10,2021,5,10
1454,PacifiCorp,PAC,WA,Franklin,N,46.3273,-118.8647,Y,230.0,Unknown,2021,N,N,Solar,199.0,Withdrawn,NRIS,85.56,296.95,11,10,2021,5,14
1455,PacifiCorp,PAC,UT,San Juan,N,37.8886278,-109.3788139,N,345.0,Unknown,2021,N,N,Solar,199.0,Withdrawn,NRIS,13.15,344.36,11,10,2021,4,15
1456,PacifiCorp,PAC,UT,San Juan,N,37.8886278,-109.3788139,N,345.0,Unknown,2021,N,N,Solar,199.0,Withdrawn,NRIS,13.15,344.36,11,10,2021,4,15
1457,PacifiCorp,PAC,UT,Iron,N,37.8008,-113.1594,N,345.0,Unknown,2021,N,N,Solar,199.0,Withdrawn,NRIS,5.43,521.57,11,10,2021,5,7
1458,PacifiCorp,PAC,UT,Iron,N,37.8008,-113.1594,N,345.0,Unknown,2021,N,N,Solar,300.0,Withdrawn,NRIS,11.96,515.81,11,10,2021,5,14
1459,PacifiCorp,PAC,OR,Lake,N,42.2082,-120.3753,N,115.0,Facility,2022,Y,N,Solar,50.0,Suspended,ERIS,11.52,142.13,4,8,2016,11,21
1460,PacifiCorp,PAC,UT,Emery ,N,39.1771,-111.0284,N,138.0,Facility,2022,Y,N,Solar,178.0,Active,ERIS,18.98,180.28,4,20,2016,11,15
1461,PacifiCorp,PAC,OR,Klamath,N,42.021355,-122.236517,Y,230.0,Facility,2022,N,N,Solar,80.0,Active,ERIS,7.86,16.7,9,28,2017,7,12
1462,PacifiCorp,PAC,OR,Klamath,N,42.021355,-122.236517,Y,230.0,Facility,2022,Y,N,Solar,80.0,Active,ERIS,20.18,148.44,9,28,2017,7,12
1463,PacifiCorp,PAC,OR,Klamath,N,42.1475,-121.9349,Y,69.0,Facility,2022,N,N,Solar,50.0,Active,NRIS,205.2,20.06,10,14,2017,7,12
1464,PacifiCorp,PAC,UT,Tooele,N,40.089,-112.072,Y,345.0,Facility,2022,N,N,Solar,787.5,Active,NRIS,7.98,38.8,10,21,2016,12,8
1465,PacifiCorp,PAC,UT,Sevier,N,39.044,-111.825,Y,46.0,Facility,2022,Y,N,Solar,30.0,Suspended,ERIS,36.04,293.8,4,20,2016,11,15
1466,PacifiCorp,PAC,UT,Emery ,N,38.9981,-111.1156,Y,345.0,Facility,2022,Y,N,Solar,400.0,Active,ERIS,8.7,37.46,9,28,2016,8,8
1467,PacifiCorp,PAC,OR,Crook,N,44.2745,-120.8768,N,115.0,Facility,2022,Y,N,Solar,55.0,Active,ERIS,19.43,19.38,9,9,2016,3,4
1468,PacifiCorp,PAC,UT,Beaver,N,38.2843,-113.0291,Y,46.0,Facility,2022,N,N,Solar,48.0,Withdrawn,ERIS,7.51,1526.12,8,24,2016,11,15
1469,PacifiCorp,PAC,WY,Carbon,N,42.01105,-106.3787,N  ,230.0,Unknown,2022,Y,N,Wind,500.0,Active,ERIS,4.98,3.31,9,1,2021,5,13
1472,PacifiCorp,PAC,UT,Carbon,N,39.6705,-110.8486,Y,46.0,Unknown,2022,Y,N,Solar,25.0,Withdrawn,NRIS,40.86,562.21,6,6,2021,4,21
1473,PacifiCorp,PAC,OR,Klamath,N,42.9212,-121.8446,Y,230.0,Unknown,2022,Y,N,Solar,300.0,Active,ERIS,6.31,260.0,9,20,2021,5,7
1474,PacifiCorp,PAC,OR,Klamath,N,43.0067,-121.8349,Y,230.0,Unknown,2022,Y,N,Solar,198.75,Suspended,ERIS,9.53,275.7,9,20,2021,5,14
1475,PacifiCorp,PAC,UT,Washington,N,37.4129,-113.6455,N,345.0,Unknown,2022,Y,N,Solar,300.0,Active,ERIS,11.48,7.12,10,12,2021,5,14
1476,PacifiCorp,PAC,WY,Converse,N,42.7791,-105.8963,N,230.0,Unknown,2022,Y,N,Wind,150.0,Active,ERIS,5.72,181.02,11,14,2022,5,5
1477,PacifiCorp,PAC,WY,Lincoln,N,42.633,-111.65,N,230.0,Unknown,2022,N,N,Storage,150.0,Withdrawn,NRIS,11.48,544.26,11,14,2022,5,6
1478,PacifiCorp,PAC,UT,San Juan,N,37.792,-109.318,Y,138.0,Unknown,2022,N,N,Solar,150.0,Withdrawn,NRIS,14.31,937.81,11,14,2022,5,10
1479,PacifiCorp,PAC,OR,Linn,N,44.3558,-123.0285,N,69.0,Unknown,2022,N,N,Solar,3.0,Withdrawn,NRIS,9.56,123.95,11,14,2022,5,12
1480,PacifiCorp,PAC,OR,Linn,N,44.3598,-123.0956,N,69.0,Unknown,2022,N,N,Solar,3.0,Withdrawn,NRIS,9.56,202.75,11,14,2022,5,12
1481,PacifiCorp,PAC,OR,Gilliam,N,45.6635,-120.3597,N,12.5,Unknown,2022,N,N,Solar,1.0,Withdrawn,NRIS,80.34,883.7,11,14,2022,5,12
1482,PacifiCorp,PAC,OR,Linn,N,44.6933,-122.8616,N,12.0,Unknown,2022,N,N,Solar,3.0,Withdrawn,NRIS,9.56,141.16,11,14,2022,5,13
1483,PacifiCorp,PAC,UT,San Juan,N,37.785,-109.312,Y,345.0,Unknown,2022,N,N,Solar,199.0,Withdrawn,NRIS,9.46,967.02,11,14,2022,5,13
1484,PacifiCorp,PAC,UT,Utah,N,39.9462,-111.8079,Y,46.0,Unknown,2022,N,N,Solar,20.0,Withdrawn,ERIS,30.99,581.86,11,14,2022,5,13
1485,PacifiCorp,PAC,UT,Box Elder,N,41.35029,-112.05194,Y,46.0,Unknown,2022,N,N,Solar,20.0,Withdrawn,ERIS,74.6,579.97,11,14,2022,5,13
1486,PacifiCorp,PAC,UT,Iron,N,38.0049,-112.7581,N,138.0,Unknown,2022,N,N,Solar,115.0,Withdrawn,NRIS,17.96,2302.54,11,14,2022,5,15
1487,PacifiCorp,PAC,WA,Yakima,N,46.4219,-120.3775,Y,115.0,Unknown,2022,N,N,Solar,40.0,Withdrawn,NRIS,51.64,383.52,11,14,2022,5,15
1488,PacifiCorp,PAC,OR,Deschutes,N,44.2773,-121.1389,Y,115.0,Unknown,2022,N,N,Solar,40.0,Withdrawn,NRIS,46.19,389.23,11,14,2022,5,15
1489,PacifiCorp,PAC,OR,Deschutes,N,44.2773,-121.1389,Y,115.0,Unknown,2022,N,N,Solar,40.0,Withdrawn,NRIS,46.19,389.23,11,14,2022,5,15
1490,PacifiCorp,PAC,UT,Beaver,N,38.4229,-113.073,N,345.0,Unknown,2022,N,N,Solar,150.0,Withdrawn,NRIS,16.83,967.6,11,14,2022,5,15
1491,PacifiCorp,PAC,UT,Millard,N,39.1544,-112.3632,N,230.0,Unknown,2022,N,N,Solar,90.0,Withdrawn,NRIS,20.4,513.28,11,14,2022,5,15
1492,PacifiCorp,PAC,UT,Uintah,N,40.4627,-109.5295,N,69.0,Unknown,2022,N,N,Storage,20.0,Active,ERIS,30.99,107.31,11,14,2022,5,15
1493,PacifiCorp,PAC,UT,Beaver,N,38.4676,-112.8797,Y,138.0,Unknown,2022,Y,N,Geothermal,40.0,Withdrawn,ERIS,43.04,374.48,6,6,2021,5,10
1494,PacifiCorp,PAC,WY,Converse,N,42.8615,-105.7787,N  ,230.0,Unknown,2022,Y,N,Solar,300.0,Withdrawn,ERIS,28.27,752.29,6,6,2021,5,14
1497,PacifiCorp,PAC,UT,Carbon,N,39.372037,-111.04761,Y,345.0,Unknown,2022,N,N,Storage,300.0,Withdrawn,ERIS,6.27,607.34,11,14,2022,4,7
1498,PacifiCorp,PAC,WY,Converse,N,42.7791361,-105.8963333,N,230.0,Unknown,2022,N,N,Storage,500.0,Withdrawn,ERIS,4.04,1199.27,11,14,2022,4,7
1499,PacifiCorp,PAC,ID,Kootenai,N,42.2109,-111.152,Y,345.0,Unknown,2022,N,N,Storage,1800.0,Withdrawn,ERIS,3.43,1601.29,11,14,2022,4,7
1500,PacifiCorp,PAC,UT,Sanpete,N,39.372037,-111.04761,Y,345.0,Unknown,2022,N,N,Storage,500.0,Withdrawn,ERIS,4.77,591.39,11,14,2022,4,7
1501,PacifiCorp,PAC,UT,Juab,N,39.8235,-111.90511,N,345.0,Unknown,2022,N,N,Storage,500.0,Withdrawn,ERIS,4.52,113.71,11,14,2022,4,7
1502,PacifiCorp,PAC,UT,Emery,N,39.1771,-111.0284,N,345.0,Unknown,2022,N,N,Storage,500.0,Withdrawn,ERIS,4.66,579.02,11,14,2022,4,7
1503,PacifiCorp,PAC,WY,Converse,N,42.7791,-105.8963,N,230.0,Unknown,2022,N,N,Storage,500.0,Withdrawn,ERIS,4.04,1201.07,11,14,2022,4,7
1504,PacifiCorp,PAC,WA,Grant,N,46.8762,-119.9382,N,230.0,Unknown,2022,N,N,Storage,500.0,Withdrawn,ERIS,5.74,170.75,11,14,2022,4,7
1505,PacifiCorp,PAC,WY,Lincoln,N,41.93689,-110.64548,Y,345.0,Unknown,2022,N,N,Storage,500.0,Withdrawn,ERIS,4.99,1608.91,11,14,2022,4,7
1506,PacifiCorp,PAC,OR,Lake,N,42.8517,-120.9854,Y,46.0,Unknown,2022,N,N,Storage,500.0,Withdrawn,ERIS,5.57,458.69,11,14,2022,4,7
1507,PacifiCorp,PAC,WA,Yakima,N,46.52213,-120.027764,N,230.0,Unknown,2022,N,N,Solar,94.0,Withdrawn,ERIS,18.31,176.34,11,14,2022,4,27
1508,PacifiCorp,PAC,WY,Carbon,N,42.3536,-106.56648,N,230.0,Unknown,2022,N,N,Wind,506.0,Withdrawn,ERIS,4.36,1419.62,11,14,2022,4,27
1509,PacifiCorp,PAC,WA,Yakima,N,46.52213,-120.027764,N,230.0,Unknown,2022,N,N,Solar,80.0,Withdrawn,ERIS,21.52,181.26,11,14,2022,4,27
1510,PacifiCorp,PAC,UT,Utah,N,40.2611,-112.0003,Y,345.0,Unknown,2022,N,N,Solar,300.0,Withdrawn,ERIS,6.01,127.11,11,14,2022,4,28
1511,PacifiCorp,PAC,UT,Juab,N,39.8235,-111.90511,N,345.0,Unknown,2022,N,N,Solar,275.0,Withdrawn,ERIS,10.89,116.9,11,14,2022,4,28
1512,PacifiCorp,PAC,WY,Sweetwater,N,41.7348,-108.7889,N,230.0,Unknown,2022,N,N,Solar,300.0,Withdrawn,ERIS,70.37,1606.0,11,14,2022,4,28
1513,PacifiCorp,PAC,OR,Klamath,N,42.4139,-121.7878,Y,230.0,Unknown,2022,N,N,Solar,200.0,Withdrawn,ERIS,11.91,442.51,11,14,2022,4,28
1514,PacifiCorp,PAC,WA,Asotin,N,46.3536,-117.7052,N,230.0,Unknown,2022,N,N,Solar,160.0,Withdrawn,ERIS,16.14,49.39,11,14,2022,4,28
1515,PacifiCorp,PAC,OR,Umatilla,N,46.0637,-118.8462,N,230.0,Unknown,2022,N,N,Wind,100.0,Withdrawn,ERIS,20.08,168.46,11,14,2022,4,28
1516,PacifiCorp,PAC,WY,Sweetwater,N,41.7348,-108.7889,N,230.0,Unknown,2022,N,N,Wind,600.0,Withdrawn,ERIS,4.13,1600.24,11,14,2022,4,28
1517,PacifiCorp,PAC,OR,Klamath,N,43.0827,-121.8293,Y,230.0,Unknown,2022,N,N,Solar,300.0,Withdrawn,ERIS,8.61,440.12,11,14,2022,4,28
1518,PacifiCorp,PAC,WY,Laramie,N,42.01105,-106.3787,N,500.0,Unknown,2022,N,N,Wind,600.0,Withdrawn,ERIS,7.33,1425.27,11,14,2022,4,28
1519,PacifiCorp,PAC,WY,Laramie,N,41.27013,-105.6091,N,115.0,Unknown,2022,N,N,Solar,160.0,Withdrawn,ERIS,7.17,879.32,11,14,2022,4,28
1520,PacifiCorp,PAC,WA,Skamania,N,46.0625,-112.2035,N,230.0,Unknown,2022,N,N,Storage,300.0,Withdrawn,ERIS,9.56,319.04,11,14,2022,5,5
1521,PacifiCorp,PAC,WA,Clark,N,45.9579,-122.3695,N,115.0,Unknown,2022,N,N,Storage,300.0,Withdrawn,ERIS,8.34,336.07,11,14,2022,5,5
1522,PacifiCorp,PAC,WY,Natrona,N,43.0023,-107.282,Y,230.0,Unknown,2022,N,N,Solar,176.0,Withdrawn,ERIS,16.28,1278.03,11,14,2022,5,6
1524,PacifiCorp,PAC,ID,Jefferson,N,43.7146,-112.2212,N,161.0,Unknown,2022,N,N,Solar,190.0,Withdrawn,ERIS,13.41,852.67,11,14,2022,5,10
1525,PacifiCorp,PAC,UT,Beaver,N,38.2820161,-113.1439202,Y,345.0,Unknown,2022,N,N,Solar,199.0,Withdrawn,ERIS,12.69,970.98,11,14,2022,5,10
1526,PacifiCorp,PAC,WY,Uinta,N,41.2995,-110.9866,N,230.0,Unknown,2022,N,N,Wind,220.0,Withdrawn,ERIS,7.82,354.07,11,14,2022,5,10
1527,PacifiCorp,PAC,UT,Weber,N,40.7406694,-112.0351583,N,138.0,Unknown,2022,N,N,Storage,150.0,Withdrawn,ERIS,8.57,114.44,11,14,2022,5,10
1528,PacifiCorp,PAC,ID,Bannock,N,42.4287,-112.1525,N,345.0,Unknown,2022,N,N,Solar,300.0,Withdrawn,ERIS,12.13,1608.08,11,14,2022,5,10
1529,PacifiCorp,PAC,UT,Davis,N,41.0947,-112.0435,N,138.0,Unknown,2022,N,N,Storage,150.0,Withdrawn,ERIS,8.57,60.89,11,14,2022,5,10
1530,PacifiCorp,PAC,UT,Beaver,N,38.2820161,-113.1439202,N,345.0,Unknown,2022,N,N,Solar,199.0,Withdrawn,ERIS,12.69,970.98,11,14,2022,5,10
1531,PacifiCorp,PAC,UT,Beaver,N,38.2820161,-113.1439202,N,345.0,Unknown,2022,N,N,Solar,199.0,Withdrawn,ERIS,12.69,970.98,11,14,2022,5,10
1532,PacifiCorp,PAC,ID,Bonneville,N,43.55434,-111.89901,Y,161.0,Unknown,2022,N,N,Solar,350.0,Withdrawn,ERIS,7.94,822.39,11,14,2022,5,11
1533,PacifiCorp,PAC,UT,Tooele,N,40.0777,-112.0998,Y,345.0,Unknown,2022,N,N,Solar,300.0,Withdrawn,ERIS,10.37,217.61,11,14,2022,5,11
1534,PacifiCorp,PAC,ID,Bingham,N,43.3091,-112.1218,N,161.0,Unknown,2022,N,N,Solar,199.0,Withdrawn,ERIS,8.77,808.57,11,14,2022,5,11
1535,PacifiCorp,PAC,UT,Box Elder,N,41.8866,-112.1335,N,138.0,Unknown,2022,N,N,Solar,100.0,Withdrawn,ERIS,18.36,397.09,11,14,2022,5,11
1536,PacifiCorp,PAC,UT,Millard,N,38.6171,-112.7179,Y,345.0,Unknown,2022,N,N,Wind,456.0,Withdrawn,ERIS,5.54,981.69,11,14,2022,5,11
1537,PacifiCorp,PAC,WA,Yakima,N,46.52213,-120.027764,N,230.0,Unknown,2022,N,N,Wind,199.0,Withdrawn,ERIS,8.65,161.53,11,14,2022,5,11
1538,PacifiCorp,PAC,ID,Bingham,N,43.324,-112.16208,N,161.0,Unknown,2022,N,N,Solar,80.0,Withdrawn,ERIS,21.81,825.98,11,14,2022,5,11
1539,PacifiCorp,PAC,UT,Box Elder,N,41.8866,-112.1335,N,138.0,Unknown,2022,N,N,Solar,150.0,Withdrawn,ERIS,13.77,381.53,11,14,2022,5,12
1540,PacifiCorp,PAC,UT,Emery,N,39.1771,-111.0284,N,138.0,Unknown,2022,N,N,Storage,199.9,Withdrawn,ERIS,8.38,574.11,11,14,2022,5,13
1541,PacifiCorp,PAC,UT,Emery,N,39.1771,-111.0284,N,138.0,Unknown,2022,N,N,Storage,199.9,Withdrawn,ERIS,5.17,574.11,11,14,2022,5,13
1542,PacifiCorp,PAC,UT,Emery,N,39.3833,-111.0859,N,138.0,Unknown,2022,N,N,Storage,199.9,Withdrawn,ERIS,8.44,600.2,11,14,2022,5,13
