Project #,Project # in Queued Up,Queue Date,Balancing Authority,BA,State,County,Upgrade of Existing Generator,Latitude of POI,Longitude of POI,Substation Newly Built,POI Transmission Line,Transmission Voltage,Study Type,Study Date,Study Year,Restudy,Revision of Study,Fuel,Nameplate MW,Request Status,Service Type,$2024 POI Cost/kW,$2024 Network Cost/kW,$2024 Total Cost/kW
8/5/19 14:31,41456,8/5/19,Duke Energy Carolinas,DEC,NC,Mecklenburg,N,35.34,-80.85,N,,,Phase 2,8/26/22,2022,N,N,Storage,2.75,Withdrawn,NRIS,52.17,547.95,600.12
6/13/22 10:50,564266,6/13/22,Duke Energy Carolinas,DEC,SC,Cherokee,N,35.0762,-81.5741,N,,230,Phase 2,5/22/22,2022,N,N,Gas,757,Withdrawn,NRIS,0,371.12,371.12
6/27/22 13:28,569364,6/27/22,Duke Energy Carolinas,DEC,SC,Cherokee,N,35.0762,-81.5741,N,,230,Phase 2,5/22/22,2022,N,N,Gas,757,Withdrawn,NRIS,0,389.48,389.48
7/6/21 15:28,186466,7/6/21,Duke Energy Carolinas,DEC,NC,Gaston,N,,,Y,Allen,100,Phase 2,8/26/22,2022,N,N,Storage,50,Active,ERIS,78.04,102.6,180.64
7/6/21 15:28,186466,7/6/21,Duke Energy Carolinas,DEC,NC,Gaston,N,,,Y,Allen,100,Phase 2,8/26/22,2022,N,N,Storage,50,Active,NRIS,78.04,102.6,180.64
1/21/22 0:15,196564,1/21/22,Duke Energy Carolinas,DEC,NC,Davidson,N,,,Y,High Point ,100,Phase 2,1/27/23,2023,N,N,Solar,80,Active,NRIS,55.75,283.55,339.3
1/24/22 9:42,220662,1/24/22,Duke Energy Carolinas,DEC,SC,Anderson,N,,,Y,Refuge,100,Phase 2,1/27/23,2023,N,N,Solar,74.99,Withdrawn,NRIS,59.48,586.31,645.79
6/1/22 16:29,563202,6/1/22,Duke Energy Carolinas,DEC,NC,Burke,N,35.73,-81.88,N,Feeder #90501203,,Phase 3,12/14/23,2023,N,Y,Storage,2.667,Active,NRIS,62.28,78.05,140.33
6/28/23 8:55,894253,,Duke Energy Carolinas,DEC,NC,Cleveland,N,35.417,-81.56,N,Feeder #16201214,,Phase 1,12/20/23,2023,N,Y,Biomass,2.8,Active,NRIS,59.32,93.04,152.36
6/1/22 16:46,,,Duke Energy Carolinas,DEC,SC,Fairfield,N,34.347,-80.837,N,Feeder #72241203,,Phase 3,12/14/23,2023,N,Y,Storage,4.6,Active,NRIS,36.11,96.53,132.63
6/29/22 14:58,566202,6/29/22,Duke Energy Carolinas,DEC,SC,Anderson,N,,,Y,Toxaway ,100,Phase 3,12/14/23,2023,N,Y,Solar,74.9,Active,NRIS,61.78,443.11,504.89
6/12/23 9:00,879901,6/12/23,Duke Energy Carolinas,DEC,NC,Guilford,N,35.912,-79.704,N,Feeder #09061204,,Phase 1,12/20/23,2023,N,Y,Solar,1.85,Withdrawn,NRIS,89.78,483.68,573.47
6/23/22 16:15,568024,6/23/22,Duke Energy Carolinas,DEC,SC,Union,N,,,Y,Jordan,100,Phase 3,12/14/23,2023,N,Y,Solar,58,Withdrawn,NRIS,103.78,34.82,138.6
6/28/22 12:02,568308,6/28/22,Duke Energy Carolinas,DEC,SC,Laurens,N,,,Y,Clinton,100,Phase 3,12/14/23,2023,N,Y,Solar,45,Active,NRIS,94.83,73.45,168.28
6/28/23 16:56,897387,6/28/23,Duke Energy Carolinas,DEC,NC,Macon,N,35.271,-83.677,N,Feeder #67083403,,Phase 1,12/20/23,2023,N,Y,Hydro,2,Active,NRIS,83.05,377.24,460.29
6/24/22 16:35,569164,6/24/22,Duke Energy Carolinas,DEC,SC,Newberry,N,,,Y,Champion,100,Phase 3,12/14/23,2023,N,Y,Solar,70.7,Active,NRIS,60.42,156.79,217.22
6/29/22 6:31,569804,6/29/22,Duke Energy Carolinas,DEC,SC,Spartanburg,N,,,Y,Avon ,100,Phase 3,12/14/23,2023,N,Y,Solar,54,Active,NRIS,98.28,97.42,195.7
6/28/22 15:35,,,Duke Energy Carolinas,DEC,SC,Greenwood,N,,,Y,Champion ,100,Phase 3,12/14/23,2023,N,Y,Solar,72,Active,NRIS,59.67,159.42,219.09
6/29/22 14:41,572354,6/29/22,Duke Energy Carolinas,DEC,SC,Cherokee,N,,,Y,Thicketty ,44,Phase 3,12/14/23,2023,N,Y,Solar,28.25,Active,NRIS,172.19,89.84,262.03
6/17/22 13:52,561374,6/17/22,Duke Energy Carolinas,DEC,SC,Pickens,N,34.88,-82.45,N,Feeder #02071207,,Phase 3,12/14/23,2023,N,Y,Storage,5.334,Withdrawn,NRIS,31.14,10.38,41.52
6/1/22 15:03,562852,6/1/22,Duke Energy Carolinas,DEC,NC,Surry,N,36.495,-80.845,N,Feeder #90501203,,Phase 3,12/14/23,2023,N,Y,Storage,2.667,Withdrawn,NRIS,62.28,134.52,196.8
6/20/22 16:37,566988,6/20/22,Duke Energy Carolinas,DEC,SC,Oconee,N,35.0073,-82.9969,N,,500,Phase 3,12/14/23,2023,N,Y,Storage,1601.8,Active,ERIS,0,285.88,285.88
6/28/23 14:20,898881,6/28/23,Duke Energy Carolinas,DEC,NC,Gaston,N,35.359,-80.974,N,,230,Phase 1,12/20/23,2023,N,Y,Storage,199.9,Withdrawn,ERIS,0,29.61,29.61
6/3/22 14:05,563648,6/3/22,Duke Energy Carolinas,DEC,NC,Gaston,N,35.36,-80.96,N,,100,Phase 3,12/14/23,2023,N,Y,Storage,115,Active,ERIS,0,22.04,22.04
6/28/22 15:30,,,Duke Energy Carolinas,DEC,SC,Greenwood,N,34.305,-82.271,N,,100,Phase 3,12/14/23,2023,N,Y,Storage,197,Withdrawn,ERIS,0,331.85,331.85
6/28/22 16:54,567168,6/28/22,Duke Energy Carolinas,DEC,NC,Mecklenburg,N,35.312,-80.691,N,,230,Phase 3,12/14/23,2023,N,Y,Storage,197,Active,ERIS,0,18,18
6/29/23 14:04,900491,6/29/23,Duke Energy Carolinas,DEC,SC,Spartanburg,N,34.953,-82.154,N,,100,Phase 1,12/20/23,2023,N,Y,Storage,100,Withdrawn,ERIS,0,436.57,436.57
6/20/22 16:37,566988,6/20/22,Duke Energy Carolinas,DEC,SC,Oconee,N,35.0073,-82.9969,N,,500,Phase 3,12/14/23,2023,N,Y,Storage,1680,Active,NRIS,0,272.57,272.57
6/28/23 14:20,898881,6/28/23,Duke Energy Carolinas,DEC,NC,Gaston,N,35.359,-80.974,N,,230,Phase 1,12/20/23,2023,N,Y,Storage,199.9,Withdrawn,NRIS,0,29.61,29.61
6/3/22 14:05,563648,6/3/22,Duke Energy Carolinas,DEC,NC,Gaston,N,35.36,-80.96,N,,100,Phase 3,12/14/23,2023,N,Y,Storage,115,Active,NRIS,0,22.04,22.04
6/28/22 15:30,,,Duke Energy Carolinas,DEC,SC,Greenwood,N,34.305,-82.271,N,,100,Phase 3,12/14/23,2023,N,Y,Storage,197,Withdrawn,NRIS,0,331.85,331.85
6/28/22 16:54,567168,6/28/22,Duke Energy Carolinas,DEC,NC,Mecklenburg,N,35.312,-80.691,N,,230,Phase 3,12/14/23,2023,N,Y,Storage,197,Active,NRIS,0,18,18
6/29/23 14:04,900491,6/29/23,Duke Energy Carolinas,DEC,SC,Spartanburg,N,34.953,-82.154,N,,100,Phase 1,12/20/23,2023,N,Y,Storage,100,Withdrawn,NRIS,0,436.57,436.57
9/30/23 6:31,920179,9/30/23,Duke Energy Carolinas,DEC,SC,Union,N,,,Y,Jordan - Milliken,100,Phase 1,4/26/24,2024,N,N,Solar,74.9,Withdrawn,NRIS,69.16,42.51,111.67
9/28/23 8:49,912861,9/28/23,Duke Energy Carolinas,DEC,SC,Greenwood,N,,,Y,Clark Hill,115,Phase 1,4/26/24,2024,N,N,Solar,74.9,Withdrawn,NRIS,51.8,235.11,286.92
9/29/23 8:49,915737,9/29/23,Duke Energy Carolinas,DEC,SC,Greenwood,N,,,Y,Clark Hill,115,Phase 1,4/26/24,2024,N,N,Solar,74.9,Withdrawn,NRIS,51.8,235.11,286.92
9/28/23 8:49,918641,9/28/23,Duke Energy Carolinas,DEC,SC,Greenwood,N,,,Y,Florida - Bradley Retail ,44,Phase 1,4/26/24,2024,N,N,Solar,25,Withdrawn,NRIS,197.2,134.2,331.4
9/29/23 6:33,919083,9/29/23,Duke Energy Carolinas,DEC,SC,Newberry,N,,,Y,Champion,100,Phase 1,4/26/24,2024,N,N,Solar,48,Withdrawn,NRIS,80.83,81.04,161.88
9/28/23 11:33,920631,9/28/23,Duke Energy Carolinas,DEC,SC,Newberry,N,,,Y,Clinton,100,Phase 1,4/26/24,2024,N,N,Solar,38.25,Withdrawn,NRIS,101.44,80.52,181.96
9/28/23 18:01,920649,9/28/23,Duke Energy Carolinas,DEC,SC,Greenville,N,,,Y,Rabon,100,Phase 1,4/26/24,2024,N,N,Solar,44,Withdrawn,NRIS,88.18,204.61,292.8
9/30/23 6:31,920657,9/30/23,Duke Energy Carolinas,DEC,NC,Davidson,N,,,Y,Lexington,100,Phase 1,4/26/24,2024,N,N,Solar,28.75,Withdrawn,NRIS,134.96,201.74,336.7
9/28/23 15:12,920665,9/28/23,Duke Energy Carolinas,DEC,SC,Union,N,,,Y,Midway,100,Phase 1,4/26/24,2024,N,N,Solar,74.99,Active,NRIS,51.74,47.78,99.52
9/28/23 10:20,920747,9/28/23,Duke Energy Carolinas,DEC,SC,Anderson,N,,,Y,Refuge,100,Phase 1,4/26/24,2024,N,N,Solar,74.99,Withdrawn,NRIS,52.86,24.67,77.53
6/27/23 19:08,898997,6/27/23,Duke Energy Carolinas,DEC,NC,Rutherford,N,35.22,-81.74,N,,500,Phase 2,5/20/24,2024,N,N,Storage,193.6,Active,ERIS,0,103.15,103.15
6/28/23 21:53,899053,6/28/23,Duke Energy Carolinas,DEC,NC,Wilkes,N,36.177,-81.11,N,,100,Phase 2,5/20/24,2024,N,N,Storage,120,Active,ERIS,0,38.17,38.17
6/29/23 13:54,900495,6/29/23,Duke Energy Carolinas,DEC,NC,Durham,N,,,Y,Geer,100,Phase 2,5/20/24,2024,N,N,Storage,49.9,Active,ERIS,97.01,125.19,222.2
9/28/23 9:28,919551,9/28/23,Duke Energy Carolinas,DEC,NC,Lincoln,N,,,Y,Mull,100,Phase 1,4/26/24,2024,N,N,Solar,40,Active,ERIS,97,50,147
6/27/23 19:08,898997,6/27/23,Duke Energy Carolinas,DEC,NC,Rutherford,N,35.22,-81.74,N,,500,Phase 2,5/20/24,2024,N,N,Storage,199.9,Active,NRIS,0,99.9,99.9
6/28/23 21:53,899053,6/28/23,Duke Energy Carolinas,DEC,NC,Wilkes,N,36.177,-81.11,N,,100,Phase 2,5/20/24,2024,N,N,Storage,120,Active,NRIS,0,38.17,38.17
6/29/23 13:54,900495,6/29/23,Duke Energy Carolinas,DEC,NC,Durham,N,,,Y,Geer,100,Phase 2,5/20/24,2024,N,N,Storage,49.9,Active,NRIS,97.01,125.19,222.2
9/28/23 9:28,919551,9/28/23,Duke Energy Carolinas,DEC,NC,Lincoln,N,,,Y,Mull,100,Phase 1,4/26/24,2024,N,N,Solar,40,Active,NRIS,97,50,147
Q006,6,10/28/99,Duke Energy Florida,DEF,FL,Hardee,,27.523,-81.924,N,,230,System Impact,2/18/00,2000,N,N,Gas,640,Complete,ERIS,2.25,0,2.25
Q026,26,9/12/05,Duke Energy Florida,DEF,FL,Pinellas,,27.862,-82.604,N,Bartow-Northeast,230,Feasibility,,2005,N,N,Other,500,Withdrawn,NRIS,105.14,4.43,109.57
Q074,74,10/11/07,Duke Energy Florida,DEF,FL,Polk,N,28.146,-81.086,,,,System Impact,9/6/05,2005,N,N,Other,384,Complete,NRIS,0,77.82,77.82
Q031,31,10/21/05,Duke Energy Florida,DEF,FL,Taylor,N,30.118,-83.559,N,,,System Impact,9/26/06,2006,N,Y,Coal,850,Withdrawn,,5.68,179.99,185.68
Q072,72,10/7/07,Duke Energy Florida,DEF,FL,Osceola,N,28.146,-81.086,N,Holopaw – Poinsett,230,Feasibility,5/6/08,2008,N,N,Other,495,Complete,NRIS,31.08,0,31.08
Q073,73,10/9/07,Duke Energy Florida,DEF,FL,Marion,N,29.158,-82.085,N,,,Feasibility,4/3/08,2008,N,N,Gas,3,Complete,ERIS,107.68,112.81,220.49
Q088,88,4/6/08,Duke Energy Florida,DEF,FL,Gilchrist,N,29.8122,-82.6765,N,Ft White to Newberry,230,Feasibility,,2008,N,N,Gas,1240,Withdrawn,NRIS,7.75,188.89,196.65
Q089,89,7/14/08,Duke Energy Florida,DEF,FL,Hardee,N,27.625,-87.836,Y,Vandolah to Ft Meade,230,Feasibility,,2008,N,N,Gas,850,Withdrawn,NRIS,10.86,86.87,97.73
Q090,90,7/15/08,Duke Energy Florida,DEF,FL,Gilchrist,N,29.8122,-82.6765,N,Ft White to Newberry,230,Feasibility,,2008,N,N,Gas,1240,Withdrawn,NRIS,7.75,188.89,196.65
Q093,93,8/8/08,Duke Energy Florida,DEF,FL,Hudson,N,28.365,-82.568,N,,230,Feasibility,,2008,N,N,Gas,518,Withdrawn,,14.85,14.85,29.7
Q103,103,3/10/10,Duke Energy Florida,DEF,FL,Hamilton,N,30.577,-83.228,Y,Suwannee River to Twin Lakes,115,Facility,,2010,N,N,Solar,100,Withdrawn,NRIS,51.61,180.58,232.2
Q101,101,9/28/09,Duke Energy Florida,DEF,FL,Gulf ,N,29.831,-85.294,N,,69,System Impact,8/1/11,2011,N,N,Biomass,55.75,Withdrawn,ERIS,15.26,132.74,148
Q106,106,8/6/10,Duke Energy Florida,DEF,FL,Hernando,N,28.575,-82.498,N,,230,Feasibility,1/1/11,2011,N,N,Gas,400,Withdrawn,,32.56,0,32.56
Q108,108,3/9/11,Duke Energy Florida,DEF,FL,Gulf ,N,29.831,-85.294,N,,69,System Impact,8/1/11,2011,N,N,Biomass,55.75,Withdrawn,ERIS,15.26,132.74,148
Q113,113,8/30/11,Duke Energy Florida,DEF,FL,Lake,N,28.83,-81.552,N,,69,Facility,10/30/12,2012,N,N,Solar,100,Withdrawn,,23.54,0,23.54
Q115,115,10/17/11,Duke Energy Florida,DEF,FL,Hardee,N,27.574,-81.62,Y,PER Taunton Toad Tap - Parnel Road Tap,69,Facility,5/25/12,2012,N,N,Solar,20,Withdrawn,,219.43,0,219.43
Q117,117,6/12/12,Duke Energy Florida,DEF,FL,Polk,N,27.749,-81.818,N,,69,Facility,11/22/13,2013,N,N,Biomass,56,Withdrawn,NRIS,44.77,0,44.77
Q121,121,7/3/13,Duke Energy Florida,DEF,FL,Osceola,N,28.146,-81.086,N,,230,Feasibility,9/1/13,2013,N,N,Gas,12,Withdrawn,,214.29,117.27,331.56
Q114,114,9/1/11,Duke Energy Florida,DEF,FL,Taylor,N,30.05,-83.55,N,,13,Facility,8/8/14,2014,N,N,Other,17,Withdrawn,,0,110.1,110.1
Q123,123,9/19/13,Duke Energy Florida,DEF,FL,Citrus,N,28.966,-82.677,Y,,230/500,Facility,12/17/15,2015,N,N,Gas,1700,Operational,NRIS,65.42,9.21,74.63
Q124,124,9/19/13,Duke Energy Florida,DEF,FL,Citrus,N,28.966,-82.677,Y,,230/500,Facility,12/17/15,2015,N,N,Gas,1700,Operational,NRIS,65.42,9.21,74.63
Q125,125,10/1/13,Duke Energy Florida,DEF,FL,Suwannee,N,30.372,-83.178,N,,230/115,Facility,3/12/15,2015,N,N,Gas,167,Withdrawn,NRIS,41.65,0,41.65
Q126,126,10/1/13,Duke Energy Florida,DEF,FL,Suwannee,N,30.372,-83.178,N,,230/115,Facility,3/12/15,2015,N,N,Gas,167,Withdrawn,NRIS,41.65,0,41.65
Q136,136,1/27/15,Duke Energy Florida,DEF,FL,Gilchrist,N,29.637,-82.678,N,,69,System Impact,9/1/15,2015,N,N,Solar,30,Withdrawn,NRIS,23.19,0,23.19
Q139,139,4/25/16,Duke Energy Florida,DEF,FL,Gilchrist,N,29.62,-82.832,N,,69,Feasibility,10/14/16,2016,N,N,Solar,74.9,Withdrawn,ERIS,18.4,0,18.4
Q145,145,5/6/16,Duke Energy Florida,DEF,FL,Polk,N,27.811,-81.697,Y,Ft Meade to West Lake Wales,230,Feasibility,11/16/16,2016,N,N,Solar,71.4,Withdrawn,NRIS,212.32,0,212.32
Q146,146,5/6/16,Duke Energy Florida,DEF,FL,Polk,N,27.811,-81.697,N,Ft Meade to West Lake Wales,230,Feasibility,11/16/16,2016,N,N,Solar,71.4,Withdrawn,NRIS,20.27,0,20.27
Q150,150,6/7/16,Duke Energy Florida,DEF,FL,Hardee,N,27.64,-81.63,Y,Avon Park to Ft Meade,230,Feasibility,11/23/16,2016,N,N,Solar,74.9,Withdrawn,NRIS,119.6,0,119.6
Q137,137,11/10/15,Duke Energy Florida,DEF,FL,Hernando,N,28.366,-82.559,Y,Brookville West to Seven Springs,230,Facility,12/1/16,2016,N,N,Gas,500,Complete,ERIS,29.2,368.46,397.65
Q137,137,11/10/15,Duke Energy Florida,DEF,FL,Hernando,N,28.366,-82.559,Y,Brookville West to Seven Springs,230,Facility,12/1/16,2016,N,N,Gas,500,Complete,NRIS,29.2,368.46,397.65
Q155A,155A,8/31/16,Duke Energy Florida,DEF,FL,Jefferson,N,30.495,-83.843,N,,69,Feasibility,8/8/17,2017,N,N,Solar,35,Withdrawn,NRIS,38.68,0,38.68
Q140,140,5/4/16,Duke Energy Florida,DEF,FL,Alachua,N,29.669,-82.594,Y,,230,System Impact,3/1/18,2018,N,N,Solar,75,Withdrawn,ERIS,148.68,0,148.68
Q141,141,5/4/16,Duke Energy Florida,DEF,FL,Citrus,N,28.735,-82.304,Y,Floral City to Inverness ,69,System Impact,3/1/18,2018,N,N,Solar,50,Withdrawn,ERIS,172.07,0,172.07
Q144A,144A,5/6/16,Duke Energy Florida,DEF,FL,Hamilton,N,30.442,-83.181,Y,Suwannee to Hanson; Suwannee to Jasper,115,Facility,4/15/18,2018,N,N,Solar,74.9,Operational,NRIS,159.49,0,159.49
Q155B,155B,8/31/16,Duke Energy Florida,DEF,FL,Newberry ,N,29.637,-82.678,N,,69,Facility,10/16/18,2018,N,N,Solar,30,Withdrawn,NRIS,176.52,0,176.52
Q158,158,9/27/16,Duke Energy Florida,DEF,FL,Hamilton,N,30.448,-83.207,Y,Suwannee to Pine Grove,230,Facility,11/6/18,2018,N,N,Solar,74.9,Operational,NRIS,200.86,0,200.86
Q159,159,9/27/16,Duke Energy Florida,DEF,FL,Hamilton,N,30.442,-83.181,N,,115,System Impact,5/1/18,2018,N,N,Solar,74.9,Withdrawn,NRIS,21.21,0,21.21
Q180C,180C,4/10/17,Duke Energy Florida,DEF,FL,Volusia,N,28.905,-81.332,N,Line to Orange City Sub and Line to Deltona Sub,115,Facility,7/9/18,2018,N,N,Solar,74.5,Operational,NRIS,66.51,25.83,92.34
Q188,188,6/12/17,Duke Energy Florida,DEF,FL,Lake,N,28.837,-81.774,N,,69,Facility,9/27/18,2018,N,N,Solar,20,Withdrawn,NRIS,121.16,0,121.16
Q189B,189B,6/20/17,Duke Energy Florida,DEF,FL,Gilchrist,N,29.8122,-82.6765,N,,69,Feasibility,10/1/18,2018,N,N,Solar,30,Withdrawn,NRIS,44.12,0,44.12
Q189C,189C,6/20/17,Duke Energy Florida,DEF,FL,Gilchrist,N,29.814,-82.605,N,,69,Feasibility,10/1/18,2018,N,N,Solar,74.9,Withdrawn,NRIS,17.67,0,17.67
Q194A,194A,9/7/17,Duke Energy Florida,DEF,FL,Gilchrist,N,29.8122,-82.6765,N,,69,Feasibility,10/1/18,2018,N,N,Solar,40,Withdrawn,ERIS,49.64,0,49.64
Q194C,194C,9/22/17,Duke Energy Florida,DEF,FL,Alachua,N,29.814,-82.605,N,,69,Feasibility,11/1/18,2018,N,N,Solar,40,Withdrawn,NRIS,33.09,0,33.09
Q229,229,5/18/18,Duke Energy Florida,DEF,FL,Polk,N,27.69,-81.71,Y,Avon Park to South Polk,230,Feasibility,12/1/18,2018,N,N,Solar,74.5,Withdrawn,NRIS,207.87,0,207.87
Q230,230,5/22/18,Duke Energy Florida,DEF,FL,Polk,N,27.69,-81.71,N,Avon Park to South Polk,230,Feasibility,12/1/18,2018,N,N,Solar,74.5,Withdrawn,NRIS,15.01,0,15.01
Q148,148,5/27/16,Duke Energy Florida,DEF,FL,Columbia,N,29.888,-82.689,Y,Fort White to High Springs,69,Facility,7/13/18,2018,N,N,Solar,74.9,Operational,ERIS,182.71,0,182.71
Q148,148,5/27/16,Duke Energy Florida,DEF,FL,Columbia,N,29.888,-82.689,Y,Fort White to High Springs,69,Facility,7/13/18,2018,N,N,Solar,74.9,Operational,NRIS,182.71,649.52,832.23
Q152,152,7/28/16,Duke Energy Florida,DEF,FL,Columbia,N,29.87,-82.72,N,Ft White to Ginnie,230,Facility,5/28/19,2019,N,Y,Solar,74.9,Operational,NRIS,42.53,11,53.53
Q153,153,7/28/16,Duke Energy Florida,DEF,FL,Columbia,N,29.87,-82.72,N,Ft White to Ginnie,230,Facility,6/4/19,2019,N,N,Solar,74.9,Active,NRIS,42.53,7.86,50.38
Q154,154,8/26/16,Duke Energy Florida,DEF,FL,Gilchrist,N,29.7187,-82.7108,Y,Newberry- Ft. White,230,Facility,7/19/19,2019,N,N,Solar,74.5,Operational,NRIS,42.76,305.31,348.07
Q159B,159B,10/10/16,Duke Energy Florida,DEF,FL,Hamilton,N,30.411,-82.937,Y,,69,Facility,12/27/19,2019,N,Y,Solar,30,Withdrawn,NRIS,116.75,872.89,989.64
Q165,165,12/21/16,Duke Energy Florida,DEF,FL,Polk,N,27.89,-81.53,Y,West Lake Wales to Holopaw,230,Facility,9/26/19,2019,N,N,Solar,74.5,Suspended,NRIS,37.27,332.3,369.58
Q168,168,12/21/16,Duke Energy Florida,DEF,FL,Hamilton,N,30.411,-82.937,N,,69,Facility,12/27/19,2019,N,Y,Solar,40,Withdrawn,NRIS,87.6,6790.7,6878.3
Q175,175,1/12/17,Duke Energy Florida,DEF,FL,Highlands,N,27.266,-81.408,N,,230,Feasibility,4/1/19,2019,N,N,Solar,74.9,Withdrawn,ERIS,23.72,0,23.72
Q177,177,2/1/17,Duke Energy Florida,DEF,FL,Highlands,N,27.266,-81.408,N,,69,Feasibility,4/1/19,2019,N,N,Solar,74.9,Withdrawn,ERIS,14.69,0,14.69
Q187,187,6/6/17,Duke Energy Florida,DEF,FL,Hernando,N,28.29,-82.15,Y,Neff Lake Tap to Walmart Tap,69,Facility,5/22/19,2019,N,N,Solar,74.9,Withdrawn,NRIS,25.96,545.61,571.57
Q189A,189A,6/20/17,Duke Energy Florida,DEF,FL,Gilchrist,N,29.637,-82.678,N,,69,System Impact,9/1/19,2019,N,N,Solar,40,Withdrawn,NRIS,27.5,1120.45,1147.95
Q190B,190B,6/29/17,Duke Energy Florida,DEF,FL,Gilchrist,N,29.62,-82.83,N,,69,System Impact,10/1/19,2019,N,N,Solar,30,Withdrawn,NRIS,36.67,619.16,655.82
Q194,194,8/23/17,Duke Energy Florida,DEF,FL,Manatee,N,27.594,-82.051,N,,69,Facility,12/12/19,2019,N,N,Solar,74.5,Operational,NRIS,43.02,47.6,90.62
Q194B,194B,9/21/17,Duke Energy Florida,DEF,FL,Hamilton,N,30.516,-83.152,Y,,115,System Impact,10/1/19,2019,N,N,Solar,74.9,Withdrawn,NRIS,166.06,969.52,1135.58
Q196,196,9/22/17,Duke Energy Florida,DEF,FL,Citrus,N,29.01,-82.53,Y,Dunnellon Town to Inglis,69,Feasibility,2/1/19,2019,N,N,Solar,40,Withdrawn,NRIS,211.53,0,211.53
Q199,199,9/26/17,Duke Energy Florida,DEF,FL,Citrus,N,28.966,-82.677,N,,230,Facility,10/9/19,2019,N,N,Solar,74.9,Operational,ERIS,26.1,22.12,48.22
Q200,200,10/2/17,Duke Energy Florida,DEF,FL,Alachua,N,29.558,-82.505,N,,230,System Impact,10/1/19,2019,N,N,Solar,74.5,Withdrawn,NRIS,61.38,972.4,1033.78
Q201,201,10/9/17,Duke Energy Florida,DEF,FL,Alachua,N,29.48,-82.41,Y,Wiliston to Idywild,69,System Impact,10/1/19,2019,N,N,Solar,75,Withdrawn,NRIS,121.28,1734.68,1855.96
Q202A,202A,10/17/17,Duke Energy Florida,DEF,FL,Columbia,N,29.87,-82.72,N,Ft White to Ginnie,230,Feasibility,2/1/19,2019,N,N,Solar,74.9,Withdrawn,NRIS,23.72,0,23.72
Q202B,202B,10/17/17,Duke Energy Florida,DEF,FL,Suwannee,N,30.087,-82.86,Y,Ft White to Jasper,115,Feasibility,3/1/19,2019,N,N,Solar,40,Withdrawn,NRIS,275,528.67,803.67
Q204,204,11/16/17,Duke Energy Florida,DEF,FL,Suwannee,N,30.118,-83.559,N,,69,System Impact,10/1/19,2019,N,N,Solar,36,Withdrawn,NRIS,105.59,661.69,767.27
Q205,205,11/22/17,Duke Energy Florida,DEF,FL,Levy,N,29.46,-82.653,N,,69,Feasibility,1/1/19,2019,N,N,Solar,74.9,Withdrawn,NRIS,14.69,154.21,168.9
Q206,206,11/27/17,Duke Energy Florida,DEF,FL,Suwannee,N,29.979,-82.938,Y,Ft White to O'Brien ,69,System Impact,10/1/19,2019,N,N,Solar,45.4,Withdrawn,NRIS,186.37,440.19,626.56
Q209,209,12/22/17,Duke Energy Florida,DEF,FL,Dixie,N,29.612,-82.984,N,,69,System Impact,10/1/19,2019,N,N,Solar,40,Withdrawn,NRIS,95.03,2108.84,2203.87
Q211,211,1/31/18,Duke Energy Florida,DEF,FL,Hamilton,N,30.508,-83.061,Y,Jasper to West Lake,115,System Impact,10/1/19,2019,N,N,Solar,74.9,Withdrawn,NRIS,146.86,1222.81,1369.67
Q213,213,1/31/18,Duke Energy Florida,DEF,FL,Suwannee,N,30.15,-82.97,Y,Suwannee to Fort White,115,Feasibility,4/1/19,2019,N,N,Solar,74.9,Withdrawn,NRIS,146.86,485.09,631.95
Q214,214,2/1/18,Duke Energy Florida,DEF,FL,Suwannee,N,30.15,-82.97,N,Suwannee to Fort White,115,Feasibility,4/1/19,2019,N,N,Solar,74.9,Withdrawn,NRIS,16.95,1634.25,1651.19
Q216,216,2/5/18,Duke Energy Florida,DEF,FL,Alachua,N,29.67,-82.595,N,,230,Facility,11/13/19,2019,N,N,Solar,74.9,Withdrawn,NRIS,33.82,59.68,93.5
Q220,220,3/27/18,Duke Energy Florida,DEF,FL,Madison,N,30.28,-83.311,Y,Suwannee to Perry,230,Feasibility,4/1/19,2019,N,N,Solar,74.9,Withdrawn,NRIS,203.34,478.49,681.83
Q221,221,4/2/18,Duke Energy Florida,DEF,FL,Hamilton,N,30.593,-83.049,Y,Jasper to Twin Lakes,69,Feasibility,4/1/19,2019,N,N,Solar,60,Withdrawn,NRIS,141.02,338.02,479.04
Q222,222,4/2/18,Duke Energy Florida,DEF,FL,Hamilton,N,30.593,-83.049,Y,Jasper to Twin Lakes,69,System Impact,11/1/19,2019,N,N,Solar,50,Withdrawn,NRIS,381.2,3300.93,3682.14
Q223,223,4/3/18,Duke Energy Florida,DEF,FL,Suwannee,N,29.998,-82.904,Y,Ft white to perry ,230,Feasibility,4/1/19,2019,N,N,Solar,74.9,Withdrawn,NRIS,112.97,0,112.97
Q226,226,4/20/18,Duke Energy Florida,DEF,FL,Osceola,N,28.146,-81.086,N,,230,System Impact,11/1/19,2019,N,N,Solar,74.5,Withdrawn,NRIS,61.38,0,61.38
Q227,227,5/15/18,Duke Energy Florida,DEF,FL,Polk,N,27.871,-81.663,Y,West Lake Wales to Fort Meade,230,System Impact,11/1/19,2019,N,N,Solar,74.5,Withdrawn,NRIS,369.58,0,369.58
Q228,228,5/16/18,Duke Energy Florida,DEF,FL,Polk,N,27.871,-81.663,N,,230,System Impact,10/1/19,2019,N,N,Solar,74.5,Withdrawn,NRIS,61.38,0,61.38
